N | DATETIME | POS-RAA | POS-DEC | POS-AZ | POS-EL | GIRI-AZ | GIRI-EL | VEL-AZ | VEL-EL
7 | 10h00m08s | 67.99832559816427 | 21.1603 | 135.8977454507027 | 59.22644409748343 | -4234.77454507027 | -409.35559025165685 | 8650238 | 2595766
8 | 10h00m29s | 67.99843432523238 | 21.1803 | 136.0141805717843 | 59.285946570910404 | -4246.418057178429 | -403.4053429089595 | 20000000 | 20000000
8 | 10h00m49s | 66.38976567476763 | 21.1803 | 138.70895915887812 | 60.08674813802332 | -4515.8959158878115 | -323.32518619766824 | 9644349 | 2865990
9 | 10h01m10s | 66.38965682026469 | 21.200300000000002 | 138.83242577319288 | 60.14446522897707 | -4528.242577319288 | -317.5534771022931 | 20000000 | 20000000
9 | 10h01m30s | 67.99854317973532 | 21.200300000000002 | 136.39333207400006 | 59.42584737152505 | -4284.333207400006 | -389.4152628474949 | 8729278 | 2571863
10 | 10h01m51s | 67.99865216175141 | 21.2203 | 136.51103439176043 | 59.485024050326075 | -4296.103439176044 | -383.4975949673926 | 20000000 | 20000000
10 | 10h02m11s | 66.3895478382486 | 21.2203 | 139.2303677269987 | 60.278318703659195 | -4568.03677269987 | -304.1681296340803 | 9732228 | 2839124
11 | 10h02m32s | 66.38943872864101 | 21.2403 | 139.35518139406682 | 60.33567078321546 | -4580.518139406682 | -298.43292167845357 | 20000000 | 20000000
11 | 10h02m52s | 67.998761271359 | 21.2403 | 136.89370182421897 | 59.62383908799299 | -4334.370182421897 | -369.6160912007008 | 8809395 | 2547576
12 | 10h03m13s | 67.99887050863661 | 21.2603 | 137.01267900903355 | 59.68268052350657 | -4346.2679009033545 | -363.73194764934306 | 20000000 | 20000000
12 | 10h03m33s | 66.3893294913634 | 21.2603 | 139.75679729404018 | 60.46832135535374 | -4620.679729404019 | -285.1678644646263 | 9820931 | 2811731
13 | 10h03m54s | 66.38922012633711 | 21.2803 | 139.88297699155302 | 60.525301897855165 | -4633.297699155302 | -279.46981021448346 | 20000000 | 20000000
13 | 10h04m14s | 67.9989798736629 | 21.2803 | 137.39894843936375 | 59.82040386507633 | -4384.894843936376 | -349.9596134923672 | 8890095 | 2522761
14 | 10h04m35s | 67.99908936651659 | 21.3003 | 137.5192253822709 | 59.8789056478501 | -4396.922538227089 | -344.1094352149903 | 20000000 | 20000000
14 | 10h04m55s | 66.38911063348343 | 21.3003 | 140.28835116557568 | 60.65674149788018 | -4673.835116557568 | -266.32585021198156 | 9910430 | 2783798
15 | 10h05m16s | 66.38900101272347 | 21.3203 | 140.41581574962177 | 60.71331728340885 | -4686.581574962178 | -260.66827165911536 | 20000000 | 20000000
15 | 10h05m36s | 67.99919898727654 | 21.3203 | 137.90900735147346 | 60.01547946473916 | -4435.9007351473465 | -330.452053526084 | 8971622 | 2497493
16 | 10h05m57s | 67.99930873602175 | 21.3403 | 138.03064888921224 | 60.073648605311234 | -4448.064888921224 | -324.63513946887633 | 20000000 | 20000000
16 | 10h06m17s | 66.38889126397827 | 21.3403 | 140.8250888113973 | 60.843551839972 | -4727.508881139731 | -247.64481600279987 | 10001027 | 2755408
17 | 10h06m38s | 66.38878138716872 | 21.3603 | 140.95396417430672 | 60.8997448145522 | -4740.396417430671 | -242.02551854477997 | 20000000 | 20000000
17 | 10h06m58s | 67.99941861283129 | 21.3603 | 138.42419509464276 | 60.20911406395253 | -4487.419509464275 | -311.0885936047466 | 9053796 | 2471700
18 | 10h07m19s | 67.9995286177844 | 21.380300000000002 | 138.5471236832662 | 60.266916152396654 | -4499.71236832662 | -305.3083847603348 | 20000000 | 20000000
18 | 10h07m39s | 66.3886713822156 | 21.380300000000002 | 141.3670672666409 | 61.028724141588285 | -4781.70672666409 | -229.12758584117137 | 10092302 | 2726436
19 | 10h08m00s | 66.38856124903961 | 21.4003 | 141.498089193765 | 61.08470939886495 | -4794.808919376499 | -223.52906011350478 | 20000000 | 20000000
19 | 10h08m20s | 67.9996387509604 | 21.4003 | 138.94510133687166 | 60.40142593567529 | -4539.510133687167 | -291.8574064324707 | 9136894 | 2445404
20 | 10h08m41s | 67.99974901243874 | 21.4203 | 139.06938573165058 | 60.4588677742207 | -4551.938573165058 | -286.1132225779302 | 20000000 | 20000000
20 | 10h09m01s | 66.38845098756127 | 21.4203 | 141.9151436223427 | 61.212430038929455 | -4836.514362234269 | -210.75699610705442 | 10184689 | 2696925
21 | 10h09m22s | 66.38834059770102 | 21.4403 | 142.04685750194218 | 61.267825103268876 | -4849.685750194218 | -205.21748967311214 | 20000000 | 20000000
21 | 10h09m43s | 67.999859402299 | 21.4403 | 139.47053908095202 | 60.59203688754458 | -4592.053908095202 | -272.7963112455418 | 9220392 | 2418580
22 | 10h10m04s | 67.99996992062086 | 21.4603 | 139.59619811268018 | 60.64911247075162 | -4604.619811268018 | -267.08875292483845 | 20000000 | 20000000
22 | 10h10m24s | 66.38823007937916 | 21.4603 | 142.4679217614966 | 61.39427224149077 | -4891.79217614966 | -192.57277585092334 | 10277618 | 2666854
23 | 10h10m45s | 66.38811943251591 | 21.4803 | 142.60118292511058 | 61.44928236482202 | -4905.118292511057 | -187.071763517798 | 20000000 | 20000000
23 | 10h11m05s | 68.0000805674841 | 21.4803 | 140.00121683932565 | 60.781102186545475 | -4645.121683932564 | -253.88978134545232 | 9305024 | 2391351
24 | 10h11m26s | 68.00019134296869 | 21.5003 | 140.12823932360402 | 60.83779650580231 | -4657.823932360403 | -248.22034941976926 | 20000000 | 20000000
24 | 10h11m46s | 66.38800865703132 | 21.5003 | 143.02620468738394 | 61.57441078197464 | -4947.620468738394 | -174.55892180253568 | 10371535 | 2636270
25 | 10h12m07s | 66.38789775284536 | 21.5203 | 143.16082106464407 | 61.628977270777725 | -4961.082106464406 | -169.1022729222277 | 20000000 | 20000000
25 | 10h12m27s | 68.00030224715465 | 21.5203 | 140.53699393961162 | 60.968540235094544 | -4698.699393961162 | -235.14597649054576 | 9390421 | 2363639
26 | 10h12m48s | 68.00041328012213 | 21.540300000000002 | 140.66532620841932 | 61.024827813446855 | -4711.532620841932 | -229.51721865531454 | 20000000 | 20000000
26 | 10h13m08s | 66.38778671987788 | 21.540300000000002 | 143.58975352896664 | 61.75274548949361 | -5003.975352896665 | -156.72545105063864 | 10466239 | 2605146
27 | 10h13m29s | 66.38767555804858 | 21.5603 | 143.72585196570006 | 61.80688757416569 | -5017.585196570006 | -151.3112425834306 | 20000000 | 20000000
27 | 10h13m49s | 68.00052444195143 | 21.5603 | 141.07808359041707 | 61.15436426565492 | -4752.808359041706 | -216.56357343450782 | 9476104 | 2335317
28 | 10h14m10s | 68.00063573272293 | 21.5803 | 141.20789938233386 | 61.21027854859854 | -4765.789938233387 | -210.97214514014604 | 20000000 | 20000000
28 | 10h14m30s | 66.38756426727709 | 21.5803 | 144.1589920090072 | 61.92933400078728 | -5060.89920090072 | -139.06659992127197 | 10561672 | 2573429
29 | 10h14m51s | 66.38745284748286 | 21.6003 | 144.29659587217046 | 61.98304502511126 | -5074.659587217046 | -133.69549748887403 | 20000000 | 20000000
29 | 10h15m11s | 68.00074715251715 | 21.6003 | 141.62466734914418 | 61.33857595753156 | -4807.466734914418 | -198.14240424684385 | 9562571 | 2306491
30 | 10h15m32s | 68.00085870141474 | 21.6203 | 141.75586406517897 | 61.394078477956405 | -4820.586406517898 | -192.59215220435954 | 20000000 | 20000000
30 | 10h15m52s | 66.38734129858527 | 21.6203 | 144.73381246189598 | 62.10410696038307 | -5118.381246189598 | -121.58930396169308 | 10657786 | 2541122
31 | 10h16m13s | 66.38722962050356 | 21.6403 | 144.87292500855514 | 62.15737580707738 | -5132.292500855514 | -116.26241929226217 | 20000000 | 20000000
31 | 10h16m33s | 68.00097037949645 | 21.6403 | 142.17660535433635 | 61.52109492186757 | -4862.660535433635 | -179.89050781324295 | 9649864 | 2277187
32 | 10h16m54s | 68.00108218684316 | 21.6603 | 142.30934745292117 | 61.57621469885453 | -4875.934745292117 | -174.37853011454717 | 20000000 | 20000000
32 | 10h17m14s | 66.38711781315685 | 21.6603 | 145.31431849694675 | 62.27704440763313 | -5176.431849694676 | -104.29555923668704 | 10754497 | 2508201
33 | 10h17m35s | 66.38700587646414 | 21.6803 | 145.4550679673519 | 62.329887229947325 | -5190.5067967351915 | -99.0112770052674 | 20000000 | 20000000
33 | 10h17m55s | 68.00119412353587 | 21.6803 | 142.73427357350727 | 61.70196901375392 | -4918.427357350727 | -161.80309862460808 | 9737457 | 2247257
34 | 10h18m16s | 68.00130618965568 | 21.700300000000002 | 142.86849892231825 | 61.75667789571828 | -4931.849892231825 | -156.3322104281715 | 20000000 | 20000000
34 | 10h18m36s | 66.38689381034433 | 21.700300000000002 | 145.90061673336186 | 62.44812578776744 | -5235.061673336186 | -87.18742122325602 | 10851653 | 2474624
35 | 10h18m57s | 66.38678161471617 | 21.7203 | 146.04291919889474 | 62.50051175999679 | -5249.291919889474 | -81.94882400032111 | 20000000 | 20000000
35 | 10h19m17s | 68.00141838528384 | 21.7203 | 143.29744273173688 | 61.88109639103767 | -4974.744273173688 | -143.89036089623278 | 9825792 | 2216827
36 | 10h19m38s | 68.0015307105017 | 21.7403 | 143.43319895842308 | 61.9353935027014 | -4988.319895842307 | -138.46064972986005 | 20000000 | 20000000
36 | 10h19m58s | 66.38666928949831 | 21.7403 | 146.4927518049738 | 62.61731631037321 | -5294.275180497381 | -70.26836896267878 | 10949840 | 2440535
37 | 10h20m19s | 66.38655683460928 | 21.7603 | 146.63659535313593 | 62.66923102502101 | -5308.659535313593 | -65.0768974978987 | 20000000 | 20000000
37 | 10h20m39s | 68.00164316539073 | 21.7603 | 143.86625980006056 | 62.05846773440054 | -5031.625980006056 | -126.15322655994623 | 9914760 | 2185862
38 | 10h21m00s | 68.00175575003256 | 21.7803 | 144.0034848986908 | 62.11232636751918 | -5045.34848986908 | -120.76736324808189 | 20000000 | 20000000
38 | 10h21m20s | 66.38644424996745 | 21.7803 | 147.09055476272312 | 62.784537629117764 | -5354.055476272311 | -53.546237088223734 | 11048321 | 2405778
39 | 10h21m41s | 66.38633153549114 | 21.8003 | 147.23595837279746 | 62.835973574153286 | -5368.595837279745 | -48.40264258467141 | 20000000 | 20000000
39 | 10h22m01s | 68.00186846450887 | 21.8003 | 144.44068268952262 | 62.23402896937327 | -5089.068268952262 | -108.59710306267289 | 10004018 | 2154300
40 | 10h22m22s | 68.00198130890152 | 21.8203 | 144.57943030925074 | 62.28744962223612 | -5102.943030925075 | -103.25503777638824 | 20000000 | 20000000
40 | 10h22m43s | 66.38621869109849 | 21.8203 | 147.694191030024 | 62.94978213499314 | -5414.419103002399 | -37.02178650068572 | 11147424 | 2370423
41 | 10h23m04s | 66.38610571670755 | 21.8403 | 147.8412093064312 | 63.000738575889386 | -5429.120930643121 | -31.92614241106139 | 20000000 | 20000000
41 | 10h23m24s | 68.00209428329246 | 21.8403 | 145.02074534191334 | 62.40774458167668 | -5147.074534191333 | -91.22554183233206 | 10094165 | 2122267
42 | 10h23m45s | 68.00220738776378 | 21.8603 | 145.16091133935274 | 62.46069256209735 | -5161.091133935273 | -85.93074379026484 | 20000000 | 20000000
42 | 10h24m05s | 66.38599261223624 | 21.8603 | 148.30334829830716 | 63.11294715679764 | -5475.3348298307155 | -20.705284320236387 | 11246475 | 2334355
43 | 10h24m26s | 66.38587937760232 | 21.880300000000002 | 148.4519247276289 | 63.1634017829059 | -5490.192472762888 | -15.659821709410153 | 20000000 | 20000000
43 | 10h24m46s | 68.00232062239769 | 21.880300000000002 | 145.6062789472506 | 62.57953563542018 | -5205.627894725059 | -74.04643645798205 | 10184288 | 2089599
44 | 10h25m07s | 68.00243398727649 | 21.9003 | 145.74806950809645 | 62.632044735515926 | -5219.806950809645 | -68.7955264484076 | 20000000 | 20000000
44 | 10h25m27s | 66.38576601272352 | 21.9003 | 148.91844200333338 | 63.27407448166886 | -5536.844200333338 | -4.592551833113703 | 11346453 | 2297761
45 | 10h25m48s | 66.38565251751737 | 21.9203 | 149.06861946065854 | 63.32402417751326 | -5551.861946065854 | 0.4024177513260838 | 20000000 | 20000000
45 | 10h26m08s | 68.00254748248264 | 21.9203 | 146.19765712376153 | 62.749441570954964 | -5264.765712376153 | -57.055842904503606 | 10274893 | 2056375
46 | 10h26m29s | 68.00266110809872 | 21.9403 | 146.34094790152585 | 62.80147315278997 | -5279.094790152585 | -51.85268472100324 | 20000000 | 20000000
46 | 10h26m49s | 66.38553889190129 | 21.9403 | 149.53926505688148 | 63.433083972967324 | -5598.926505688147 | 11.308397296732437 | 11446464 | 2260473
47 | 10h27m10s | 66.3854251357926 | 21.9603 | 149.69093435379702 | 63.48249771118079 | -5614.093435379702 | 16.249771118079025 | 20000000 | 20000000
47 | 10h27m30s | 68.00277486420741 | 21.9603 | 146.79461361455 | 62.917363877245606 | -5324.461361455 | -40.2636122754393 | 10365649 | 2022558
48 | 10h27m51s | 68.00288875089151 | 21.9803 | 146.93947301844446 | 62.96892109498453 | -5338.947301844446 | -35.10789050154699 | 20000000 | 20000000
48 | 10h28m11s | 66.3853112491085 | 21.9803 | 150.16596076451398 | 63.589963075097266 | -5661.596076451398 | 26.99630750972665 | 11547284 | 2222648
49 | 10h28m32s | 66.38519723176604 | 22.0003 | 150.31925787324664 | 63.63885505361167 | -5676.925787324664 | 31.885505361166906 | 20000000 | 20000000
49 | 10h28m52s | 68.00300276823397 | 22.0003 | 147.3974681992728 | 63.08332759924138 | -5384.746819927279 | -23.667240075862082 | 10456799 | 1988178
50 | 10h29m13s | 68.00311691631785 | 22.0203 | 147.54403588850388 | 63.13442658715585 | -5399.403588850388 | -18.557341284415088 | 20000000 | 20000000
50 | 10h29m33s | 66.38508308368216 | 22.0203 | 150.798633461743 | 63.74469038286662 | -5724.863346174301 | 42.469038286662 | 11647886 | 2184074
51 | 10h29m54s | 66.38496880477369 | 22.040300000000002 | 150.95368788691363 | 63.79307177328656 | -5740.368788691363 | 47.30717732865651 | 20000000 | 20000000
51 | 10h30m14s | 68.00323119522632 | 22.040300000000002 | 148.00639838863472 | 63.247324475987135 | -5445.639838863472 | -7.2675524012865935 | 10548061 | 1953176
52 | 10h30m35s | 68.00334560504267 | 22.0603 | 148.15457579174773 | 63.297933126760476 | -5460.457579174774 | -2.2066873239523375 | 20000000 | 20000000
52 | 10h30m55s | 66.38485439495734 | 22.0603 | 151.43739358489586 | 63.8972442192532 | -5788.739358489585 | 57.72442192532026 | 11748884 | 2144875
53 | 10h31m16s | 66.38473985414966 | 22.0803 | 151.59419995997558 | 63.94510173288352 | -5804.419995997558 | 62.510173288352235 | 20000000 | 20000000
53 | 10h31m36s | 68.00346014585035 | 22.0803 | 148.62134328523064 | 63.40929826375009 | -5507.134328523063 | 8.929826375008815 | 10639563 | 1917588
54 | 10h31m57s | 68.0035748177329 | 22.1003 | 148.77112998244235 | 63.45940481995863 | -5522.112998244234 | 13.940481995862683 | 20000000 | 20000000
54 | 10h32m17s | 66.38462518226711 | 22.1003 | 152.0822244301073 | 64.04758057816184 | -5853.222443010729 | 72.75805781618419 | 11850083 | 2105023
55 | 10h32m38s | 66.38451037922603 | 22.1203 | 152.24057251979465 | 64.09486782491194 | -5869.057251979466 | 77.48678249119439 | 20000000 | 20000000
55 | 10h32m58s | 68.00368962077398 | 22.1203 | 149.2421337387392 | 63.56917476183636 | -5569.213373873919 | 24.9174761836357 | 10731119 | 1881404
56 | 10h33m19s | 68.0038045550574 | 22.1403 | 149.39354934320497 | 63.61877161579153 | -5584.354934320496 | 29.877161579152926 | 20000000 | 20000000
56 | 10h33m39s | 66.38439544494261 | 22.1403 | 152.7329064613155 | 64.1956240968546 | -5918.290646131551 | 87.5624096854599 | 11951233 | 2064498
57 | 10h34m00s | 66.38428037933294 | 22.1603 | 152.89279558271204 | 64.24233137114993 | -5934.279558271204 | 92.23313711499304 | 20000000 | 20000000
57 | 10h34m20s | 68.00391962066708 | 22.1603 | 149.86881987952674 | 63.72692346271605 | -5631.8819879526745 | 40.69234627160495 | 10822513 | 1844594
58 | 10h34m41s | 68.00403481768704 | 22.1803 | 150.0217497561514 | 63.77597886057953 | -5647.17497561514 | 45.597886057952564 | 20000000 | 20000000
58 | 10h35m01s | 66.38416518231297 | 22.1803 | 153.3893581083263 | 64.34132560236131 | -5983.935810832629 | 102.13256023613076 | 12052341 | 2023320
59 | 10h35m22s | 66.38404985379854 | 22.200300000000002 | 153.55102513072345 | 64.38747995597468 | -6000.102513072345 | 106.74799559746816 | 20000000 | 20000000
59 | 10h35m42s | 68.00415014620147 | 22.200300000000002 | 150.5015166240984 | 63.88252500594537 | -5695.15166240984 | 56.25250059453674 | 10913893 | 1807184
60 | 10h36m03s | 68.00426560629465 | 22.2203 | 150.65622300367437 | 63.931074568274425 | -5710.622300367437 | 61.10745682744255 | 20000000 | 20000000
60 | 10h36m23s | 66.38393439370536 | 22.2203 | 154.05216638267237 | 64.48473831279045 | -6050.216638267237 | 116.4738312790455 | 12153749 | 1981508
61 | 10h36m44s | 66.38381880194902 | 22.2403 | 154.21536678574068 | 64.5302912461148 | -6066.536678574068 | 121.0291246114798 | 20000000 | 20000000
61 | 10h37m04s | 68.004381198051 | 22.2403 | 151.14018445476182 | 64.03593220632663 | -5759.018445476182 | 71.59322063266336 | 11005777 | 1769262
62 | 10h37m26s | 68.00449692155505 | 22.2603 | 151.29641800038073 | 64.08392141432752 | -5774.641800038073 | 76.39214143275194 | 20000000 | 20000000
62 | 10h37m46s | 66.38370307844497 | 22.2603 | 154.72049439513705 | 64.62569798601615 | -6117.049439513705 | 130.56979860161482 | 12254435 | 1938965
63 | 10h38m07s | 66.38358722310853 | 22.2803 | 154.8853680819936 | 64.6706610308249 | -6133.536808199358 | 135.06610308249037 | 20000000 | 20000000
63 | 10h38m27s | 68.00461277689148 | 22.2803 | 151.7848874160071 | 64.18711651246292 | -5823.488741600711 | 86.71165124629215 | 11096317 | 1730558
64 | 10h38m48s | 68.00472876414504 | 22.3003 | 151.94290677911658 | 64.23457810748332 | -5839.290677911658 | 91.45781074833167 | 20000000 | 20000000
64 | 10h39m08s | 66.38347123585497 | 22.3003 | 155.3955611073736 | 64.7643456326471 | -6184.55611073736 | 144.4345632647105 | 12356712 | 1895986
65 | 10h39m29s | 66.38335511659932 | 22.3203 | 155.5622280180459 | 64.80872423648077 | -6201.222801804588 | 148.87242364807707 | 20000000 | 20000000
65 | 10h39m49s | 68.0048448834007 | 22.3203 | 152.4361041883605 | 64.33611546891788 | -5888.61041883605 | 101.6115468917883 | 11188091 | 1691420
66 | 10h40m10s | 68.00496113474345 | 22.3403 | 152.59580281519783 | 64.38301978614886 | -5904.580281519782 | 106.3019786148866 | 20000000 | 20000000
66 | 10h40m30s | 66.38323886525656 | 22.3403 | 156.0762242493993 | 64.9004789642881 | -6252.622424939931 | 158.04789642880996 | 12456088 | 1851935
67 | 10h40m51s | 66.38312248174154 | 22.3603 | 156.2445793897914 | 64.9442481065837 | -6269.45793897914 | 162.42481065837 | 20000000 | 20000000
67 | 10h41m11s | 68.00507751825847 | 22.3603 | 153.09305985379902 | 64.48276253552044 | -5954.305985379902 | 116.27625355204373 | 11278980 | 1651611
68 | 10h41m32s | 68.00519403403106 | 22.380300000000002 | 153.25442458646842 | 64.52909704346068 | -5970.442458646841 | 120.90970434606788 | 20000000 | 20000000
68 | 10h41m52s | 66.38300596596895 | 22.380300000000002 | 156.76275712930365 | 65.0341032032348 | -6321.2757129303645 | 171.41032032348085 | 12555979 | 1807367
69 | 10h42m13s | 66.3828893178534 | 22.4003 | 156.93265405644087 | 65.07723373855659 | -6338.265405644086 | 175.7233738556588 | 20000000 | 20000000
69 | 10h42m33s | 68.00531068214661 | 22.4003 | 153.7558616363413 | 64.62704001139794 | -6020.586163634131 | 130.70400113979395 | 11369429 | 1611199
70 | 10h42m54s | 68.00542746269069 | 22.4203 | 153.91879016268717 | 64.67277903372457 | -6036.879016268718 | 135.27790337245642 | 20000000 | 20000000
70 | 10h43m14s | 66.38277253730932 | 22.4203 | 157.45487472078756 | 65.16514809222888 | -6390.487472078756 | 184.51480922288738 | 12655301 | 1762140
71 | 10h43m35s | 66.38265562425107 | 22.4403 | 157.62643560255202 | 65.20764703400273 | -6407.643560255203 | 188.76470340027345 | 20000000 | 20000000
71 | 10h43m55s | 68.00554437574894 | 22.4403 | 154.42453447640918 | 64.76891660378162 | -6087.453447640917 | 144.89166037816176 | 11459291 | 1570173
72 | 10h44m16s | 68.00566142140717 | 22.4603 | 154.58914829470714 | 64.8140685580045 | -6103.914829470714 | 149.4068558004492 | 20000000 | 20000000
72 | 10h44m36s | 66.38253857859284 | 22.4603 | 158.15286237898482 | 65.29361844596005 | -6460.286237898483 | 197.36184459600508 | 12754184 | 1716262
73 | 10h44m57s | 66.38242140024875 | 22.4803 | 158.32613355077905 | 65.3354817029054 | -6477.613355077905 | 201.54817029053993 | 20000000 | 20000000
73 | 10h45m17s | 68.00577859975127 | 22.4803 | 155.09938866987937 | 64.90840146398321 | -6154.938866987937 | 158.84014639832094 | 11548204 | 1528478
74 | 10h45m38s | 68.00589591086731 | 22.5003 | 155.26645348392003 | 64.95306336505978 | -6171.645348392003 | 163.30633650597747 | 20000000 | 20000000
74 | 10h45m58s | 66.3823040891327 | 22.5003 | 158.8576619988792 | 65.41959108334123 | -6530.766199887919 | 209.9591083341229 | 12852584 | 1669657
75 | 10h46m19s | 66.38218664515855 | 22.5203 | 159.03267316113718 | 65.46081097287305 | -6548.267316113719 | 214.08109728730506 | 20000000 | 20000000
75 | 10h46m39s | 68.00601335484146 | 22.5203 | 155.78099719947207 | 65.04553434786476 | -6223.099719947208 | 172.55343478647592 | 11637430 | 1486234
