DATETIME	SUN-ELEVATION	SUN-AZIMUTH	SUN-RAA	SUN-DEC	V-EL	V-AZ	GIRI-EL	GIRI-AZ
2024-07-16T13:48:25	53.465894628577516, 236.9849011026571	117.12647459656003	20.6559, 20000000	20000000	3948.5894628577516	-19743.49011026571
2024-07-16T13:48:40	54.35124033001815	235.05411345721652	118.72952540343996	20.6559, 3168565	11856427	4037.1240330018154	-19550.41134572165
2024-07-16T13:48:28	54.50056995513657, 235.14329600882186	118.73032000607003	20.8059, 20000000	20000000	4052.056995513657	-19559.329600882185
2024-07-16T13:48:43	53.54008765475178	237.23283264843403	117.12567999392996	20.8059, 3437472	12584129	3956.008765475178	-19768.2832648434
2024-07-16T13:48:30	53.68735992952273, 237.32753200480101	117.12487830428861	20.9559, 20000000	20000000	3970.7359929522727	-19777.753200480103
2024-07-16T13:48:45	54.57807194969225	235.3932702358961	118.73112169571138	20.9559, 3187771	11943782	4059.807194969225	-19584.32702358961
2024-07-16T13:48:33	54.72708564661049, 235.48432188416973	118.73193050463561	21.1059, 20000000	20000000	4074.7085646610494	-19593.432188416973
2024-07-16T13:48:48	53.76089832582319	237.5772945032255	117.12406949536438	21.1059, 3457890	12671006	3978.089832582319	-19802.72945032255
2024-07-16T13:48:35	53.90780475451137, 237.67389536737883	117.12325353452255	21.2559, 20000000	20000000	3992.780475451137	-19812.389536737883
2024-07-16T13:48:50	54.80388988565025	235.7363444206165	118.73274646547745	21.2559, 3207001	12030854	4082.388988565025	-19618.634442061648
