DATETIME, SUN-ELEVATION, SUN-AZIMUTH, SUN-RAA, SUN-DEC, V-EL, V-AZ, GIRI-EL, GIRI-AZ
2024-05-29 08:07:41.676004+00:00, 41.62436057876266, 102.7538302412428, 69.47922629795507, 20.9206, 20000000, 20000000, 3101, 3123
2024-05-29 08:07:45.474879+00:00, 45.87037861920069, 108.34404010205402, 63.22457370204494, 20.9206, 5332564, 7014648, 2952, 3319
2024-05-29 08:08:05.487986+00:00, 45.82606141005285, 108.21183048989283, 63.41103581900457, 20.9556, 20000000, 20000000, 2954, 3315
2024-05-29 08:08:08.510129+00:00, 41.85256316261697, 102.97352751002464, 69.29276418099543, 20.9556, 4974674, 6585180, 3093, 3131
2024-05-29 08:08:28.539396+00:00, 42.04463078969541, 103.14909921822327, 69.1304979038994, 20.9906, 20000000, 20000000, 3086, 3137
2024-05-29 08:08:31.570928+00:00, 45.814737127595876, 108.12620549632122, 63.573302096100605, 20.9906, 4724151, 6263079, 2954, 3312
2024-05-29 08:08:51.599362+00:00, 45.79990050785061, 108.03565708455511, 63.71553783631289, 21.0256, 20000000, 20000000, 2954, 3308
2024-05-29 08:08:54.631593+00:00, 42.240174204797384, 103.32988058274451, 68.98826216368711, 21.0256, 4473627, 5869399, 3079, 3144
2024-05-29 08:09:14.660207+00:00, 42.4068604749762, 103.47502700288082, 68.86280509689122, 21.0606, 20000000, 20000000, 3073, 3149
2024-05-29 08:09:17.690240+00:00, 45.813140106283946, 107.98451878106597, 63.84099490310878, 21.0606, 4258893, 5654665, 2954, 3307
2024-05-29 08:09:37.718145+00:00, 45.81896340554413, 107.92293132939898, 63.95224831038501, 21.0956, 20000000, 20000000, 2954, 3304
2024-05-29 08:09:40.749275+00:00, 42.58102235166047, 103.63024648940399, 68.751551689615, 21.0956, 4044159, 5368353, 3067, 3154
2024-05-29 08:10:00.777535+00:00, 42.72956345364359, 103.75349727206057, 68.6524371542668, 21.1306, 20000000, 20000000, 3062, 3158
2024-05-29 08:10:03.808501+00:00, 45.84979020753737, 107.8963358592116, 64.0513628457332, 21.1306, 3901003, 5225197, 2953, 3304
2024-05-29 08:10:23.836639+00:00, 45.870705979440395, 107.8557940324156, 64.14001272733859, 21.1656, 20000000, 20000000, 2952, 3302
2024-05-29 08:10:26.866884+00:00, 42.88814396982477, 103.8900036435828, 68.56378727266141, 21.1656, 3722058, 4974674, 3056, 3163
2024-05-29 08:10:46.894920+00:00, 43.023223409302034, 103.9969240628162, 68.48423095922524, 21.2006, 20000000, 20000000, 3052, 3167
2024-05-29 08:10:49.925935+00:00, 45.914598989228125, 107.84737286985883, 64.21956904077476, 21.2006, 3650480, 4831518, 2950, 3302
2024-05-29 08:11:09.954130+00:00, 45.94690913614591, 107.8226726088057, 64.2911646371367, 21.235599999999998, 20000000, 20000000, 2949, 3301
2024-05-29 08:11:12.982354+00:00, 43.17004666051558, 104.1192626445284, 68.4126353628633, 21.235599999999998, 3507324, 4652573, 3047, 3171
2024-05-29 08:11:33.010111+00:00, 43.29482233352714, 104.21362909108932, 68.34805701446999, 21.270599999999998, 20000000, 20000000, 3042, 3174
2024-05-29 08:11:36.038802+00:00, 46.00080027496726, 107.82814591009719, 64.35574298553001, 21.270599999999998, 3399957, 4545205, 2947, 3301
2024-05-29 08:11:56.067236+00:00, 46.04196083049906, 107.81573789914938, 64.41409541903172, 21.3056, 20000000, 20000000, 2946, 3301
2024-05-29 08:11:59.094519+00:00, 43.432513258631985, 104.32493647404937, 68.28970458096828, 21.3056, 3256801, 4402049, 3037, 3178
2024-05-29 08:12:19.122368+00:00, 43.54918646670013, 104.40939457544224, 68.23691013763992, 21.3406, 20000000, 20000000, 3033, 3181
2024-05-29 08:12:22.150655+00:00, 46.10372279490901, 107.83216357944916, 64.46688986236008, 21.3406, 3185223, 4294682, 2944, 3301
2024-05-29 08:12:42.178768+00:00, 46.15193045749348, 107.82955083534225, 64.514693224046, 21.3756, 20000000, 20000000, 2942, 3301
2024-05-29 08:12:45.209878+00:00, 43.67961889638681, 104.51192049203449, 68.189106775954, 21.3756, 3113645, 4151526, 3029, 3185
2024-05-29 08:13:05.238017+00:00, 43.78976329431536, 104.58836848088572, 68.14581098155367, 21.4106, 20000000, 20000000, 3025, 3188
2024-05-29 08:13:08.266890+00:00, 46.22004847600318, 107.85485084978852, 64.55798901844634, 21.4106, 3042066, 4079948, 2940, 3302
2024-05-29 08:13:28.295126+00:00, 46.27399968041254, 107.86024123884584, 64.59719135515883, 21.4456, 20000000, 20000000, 2938, 3302
2024-05-29 08:13:31.323564+00:00, 43.91426452553837, 104.68370815414151, 68.10660864484117, 21.4456, 2970488, 3972581, 3021, 3191
2024-05-29 08:13:51.351709+00:00, 44.019026695338184, 104.75353211084044, 68.07114386732842, 21.4806, 20000000, 20000000, 3017, 3193
2024-05-29 08:13:54.381011+00:00, 46.34733505436942, 107.89286451495681, 64.63265613267158, 21.4806, 2934699, 3936792, 2935, 3303
2024-05-29 08:14:14.409047+00:00, 46.40606790307336, 107.90494510382628, 64.66469005879743, 21.5156, 20000000, 20000000, 2933, 3304
2024-05-29 08:14:17.436716+00:00, 44.1385871877554, 104.84287847754887, 68.03910994120257, 21.5156, 2863121, 3829425, 3013, 3197
2024-05-29 08:14:37.464636+00:00, 44.238815404619714, 104.90710456455729, 68.01024203416972, 21.5506, 20000000, 20000000, 3009, 3199
2024-05-29 08:14:40.493014+00:00, 46.48379173659999, 107.94377271824108, 64.69355796583028, 21.5506, 2791543, 3793636, 2931, 3305
2024-05-29 08:15:00.522911+00:00, 46.54659624983674, 107.9615825714379, 64.71948877548279, 21.5856, 20000000, 20000000, 2928, 3306
2024-05-29 08:15:03.553676+00:00, 44.35418162770828, 104.99135707671448, 67.98431122451721, 21.5856, 2755754, 3722058, 3005, 3202
2024-05-29 08:15:23.581859+00:00, 44.45051054104363, 105.05075220851442, 67.96111961465573, 21.6206, 20000000, 20000000, 3002, 3204
2024-05-29 08:15:26.611360+00:00, 46.62810623415741, 108.00581097566773, 64.74268038534427, 21.6206, 2755754, 3686269, 2925, 3307
2024-05-29 08:15:46.640642+00:00, 46.694439994290285, 108.02862253121515, 64.76330368644476, 21.6556, 20000000, 20000000, 2923, 3308
2024-05-29 08:15:49.671832+00:00, 44.56222176700594, 105.13055646116331, 67.94049631355524, 21.6556, 2684176, 3614691, 2998, 3207
2024-05-29 08:16:09.700003+00:00, 44.655123332081175, 105.18568828892188, 67.922294125319, 21.6906, 20000000, 20000000, 2995, 3209
2024-05-29 08:16:12.728043+00:00, 46.77925689728711, 108.07761833197421, 64.781505874681, 21.6906, 2684176, 3614691, 2920, 3310
2024-05-29 08:16:32.756078+00:00, 46.84871906154591, 108.1049013394852, 64.79741318322691, 21.7256, 20000000, 20000000, 2918, 3311
2024-05-29 08:16:35.774260+00:00, 44.76354037807587, 105.26146728270007, 67.9063868167731, 21.7256, 2612598, 3578902, 2991, 3211
2024-05-29 08:16:55.802326+00:00, 44.85336380255346, 105.31275194829172, 67.89266686433157, 21.7606, 20000000, 20000000, 2988, 3213
2024-05-29 08:16:58.831800+00:00, 46.93646968747621, 108.15817790216447, 64.81113313566843, 21.7606, 2612598, 3578902, 2915, 3313
2024-05-29 08:17:18.860982+00:00, 47.008774506531786, 108.18956300403494, 64.82275639835157, 21.7956, 20000000, 20000000, 2912, 3314
2024-05-29 08:17:21.888850+00:00, 44.95886421529135, 105.38496025761079, 67.88104360164843, 21.7956, 2576809, 3507324, 2984, 3216
2024-05-29 08:17:41.916584+00:00, 45.04586035040813, 105.43269145677215, 67.87144170624177, 21.8306, 20000000, 20000000, 2981, 3217
2024-05-29 08:17:44.947537+00:00, 47.09927356231937, 108.24689827164579, 64.83235829375823, 21.8306, 2576809, 3543113, 2909, 3316
2024-05-29 08:18:04.960879+00:00, 47.174167819586444, 108.28206076032247, 64.8400000234885, 21.8656, 20000000, 20000000, 2906, 3317
2024-05-29 08:18:07.988507+00:00, 45.14857804565542, 105.50146735974153, 67.8637999765115, 21.8656, 2541020, 3471535, 2977, 3220
2024-05-29 08:18:28.016977+00:00, 45.23292046318664, 105.54584142776045, 67.8580703612253, 21.9006, 20000000, 20000000, 2974, 3221
2024-05-29 08:18:31.046767+00:00, 47.267214423373446, 108.34320945492684, 64.8457296387747, 21.9006, 2541020, 3507324, 2903, 3319
2024-05-29 08:18:51.072419+00:00, 47.34464358988368, 108.38210723516177, 64.84958278773759, 21.9356, 20000000, 20000000, 2900, 3321
2024-05-29 08:18:54.102528+00:00, 45.33307011861223, 105.6114353275535, 67.85421721226241, 21.9356, 2541020, 3507324, 2971, 3223
2024-05-29 08:19:14.114983+00:00, 45.414812076809454, 105.65249184382208, 67.85221673868004, 21.9706, 20000000, 20000000, 2968, 3225
2024-05-29 08:19:17.147668+00:00, 47.440109582778774, 108.44692736610949, 64.85158326131996, 21.9706, 2541020, 3507324, 2897, 3323
2024-05-29 08:19:37.175398+00:00, 47.51997721318776, 108.48945923302895, 64.85174335360833, 22.0056, 20000000, 20000000, 2894, 3324
2024-05-29 08:19:40.203354+00:00, 45.51243174956694, 105.71492176316299, 67.85205664639167, 22.0056, 2541020, 3471535, 2965, 3227
2024-05-29 08:20:00.232340+00:00, 45.59170177095364, 105.75280368097005, 67.85373595323718, 22.0406, 20000000, 20000000, 2962, 3228
2024-05-29 08:20:03.260298+00:00, 47.61788092279981, 108.558019600801, 64.85006404676282, 22.0406, 2541020, 3543113, 2891, 3327
2024-05-29 08:20:23.288298+00:00, 47.70017482105153, 108.60420650638609, 64.84653502575365, 22.0756, 20000000, 20000000, 2888, 3328
2024-05-29 08:20:26.317798+00:00, 45.68678161016, 105.81202520478372, 67.85726497424635, 22.0756, 2505231, 3507324, 2958, 3230
2024-05-29 08:20:46.345576+00:00, 45.76350472276384, 105.84660418864397, 67.86266547668293, 22.110599999999998, 20000000, 20000000, 2956, 3232
2024-05-29 08:20:49.377966+00:00, 47.80052474154794, 108.6765644631514, 64.84113452331707, 22.110599999999998, 2576809, 3543113, 2884, 3331
2024-05-29 08:21:09.406083+00:00, 47.88529777106223, 108.72652374165192, 64.8338289907767, 22.145599999999998, 20000000, 20000000, 2881, 3333
