DATETIME, SUN-ELEVATION, SUN-AZIMUTH, SUN-RAA, SUN-DEC, V-EL, V-AZ, GIRI-EL, GIRI-AZ
2024-05-29 10:43:26.424938+00:00, 64.82369292120777, 160.249931908, 66.07088739520127, 21.3202, 20000000, 20000000, 2288, 5138
2024-05-29 10:43:37.223047+00:00, 64.64857449504441, 158.76289079708857, 66.82231260479874, 21.3202, 460144, 3987919, 2294, 5086
2024-05-29 10:43:49.236515+00:00, 64.67734140891368, 158.8571653981231, 66.82235536586107, 21.3369, 20000000, 20000000, 2293, 5089
2024-05-29 10:43:52.259501+00:00, 64.86529222870273, 160.46875816205542, 66.07084463413894, 21.3369, 460144, 4294682, 2287, 5145
2024-05-29 10:44:04.273496+00:00, 64.89310284286425, 160.5655159273613, 66.07080208784026, 21.3535, 20000000, 20000000, 2286, 5149
2024-05-29 10:44:07.301939+00:00, 64.7123240189288, 159.00472404480314, 66.82239791215974, 21.3535, 460144, 4217992, 2292, 5094
2024-05-29 10:44:19.332045+00:00, 64.74098415617365, 159.09954260633444, 66.82244075632218, 21.3702, 20000000, 20000000, 2291, 5097
2024-05-29 10:44:22.361801+00:00, 64.92684469598575, 160.71636859990596, 66.07075924367783, 21.3702, 536835, 4371373, 2284, 5154
2024-05-29 10:44:34.392615+00:00, 64.95463890568283, 160.81362036275235, 66.07071635780835, 21.3869, 20000000, 20000000, 2283, 5157
2024-05-29 10:44:37.420723+00:00, 64.77589241567175, 159.2477974968505, 66.82248364219166, 21.3869, 536835, 4141301, 2290, 5103
2024-05-29 10:44:49.440849+00:00, 64.80432094870278, 159.3429916618186, 66.82252631261404, 21.4035, 20000000, 20000000, 2289, 5106
2024-05-29 10:44:52.472009+00:00, 64.98807263027741, 160.96501015378834, 66.07067368738596, 21.4035, 536835, 4371373, 2282, 5163
2024-05-29 10:45:04.502726+00:00, 65.0157364186562, 161.06266513058569, 66.0706307182877, 21.4202, 20000000, 20000000, 2281, 5166
2024-05-29 10:45:07.533085+00:00, 64.83903699078516, 159.49183565467914, 66.8225692817123, 21.4202, 460144, 4217992, 2287, 5111
2024-05-29 10:45:19.561460+00:00, 64.86744488074659, 159.58743935613236, 66.82261229258226, 21.4369, 20000000, 20000000, 2286, 5114
2024-05-29 10:45:22.590990+00:00, 65.049071900866, 161.2146340984666, 66.07058770741774, 21.4369, 460144, 4371373, 2280, 5171
2024-05-29 10:45:34.606787+00:00, 65.07649357901506, 161.31261718077982, 66.07054491267924, 21.453500000000002, 20000000, 20000000, 2279, 5175
2024-05-29 10:45:37.634249+00:00, 64.9018480339119, 159.73673344453422, 66.82265508732077, 21.453500000000002, 460144, 4217992, 2285, 5120
2024-05-29 10:45:49.658036+00:00, 64.93012552172179, 159.83269825120027, 66.82269818154866, 21.470200000000002, 20000000, 20000000, 2284, 5123
