DATE	RAA	DEC	ELEVATION	AZIMUTH	GIRI-EL	GIRI-AZ	V-EL	V-AZ
2024-08-21T11:39:36	55.114738658760544	184.53585307170022	149.9293371445481	11.2385	20000000	20000000	-820.5261341239457	10501.414692829978
2024-08-21T11:40:20	55.1680251768513	182.2341711477803	151.45866285545188	11.2385	190707	8237494	-815.1974823148698	10731.582885221971
2024-08-21T11:40:21	55.18790457972333	182.2422782016212	151.45871594326047	11.2585	20000000	20000000	-813.2095420276669	10730.77217983788
2024-08-21T11:40:37	55.120052151820005	184.97322412052816	149.9292840567395	11.2585	242837	9773788	-819.9947848179995	10457.677587947184
2024-08-21T11:40:38	55.13975323490526	184.9827918282615	149.92923086836774	11.278500000000001	20000000	20000000	-818.0246765094744	10456.72081717385
2024-08-21T11:40:53	55.20418763414725	182.4663185604164	151.45876913163224	11.278500000000001	230604	9006212	-811.5812365852748	10708.36814395836
2024-08-21T11:40:54	55.22405183232809	182.4746452330034	151.4588224206011	11.2985	20000000	20000000	-809.5948167671913	10707.53547669966
2024-08-21T11:41:09	55.15168767225211	185.20761931826974	149.92917757939887	11.2985	258984	9781047	-816.831232774789	10434.238068173026
2024-08-21T11:41:10	55.171372864604926	185.2172969162136	149.92912418979884	11.3185	20000000	20000000	-814.8627135395072	10433.27030837864
2024-08-21T11:41:25	55.239966352279346	182.69898996221656	151.45887581020114	11.3185	245489	9012774	-808.0033647720652	10685.101003778345
2024-08-21T11:41:26	55.259817183833334	182.7074121488504	151.45892930046637	11.3385	20000000	20000000	-806.0182816166666	10684.258785114958
2024-08-21T11:41:41	55.18293665743296	185.4422932508417	149.9290706995336	11.3385	275147	9787872	-813.7063342567039	10410.770674915831
2024-08-21T11:41:42	55.202606126294704	185.4520720562854	149.92901710856896	11.358500000000001	20000000	20000000	-811.7393873705296	10409.79279437146
2024-08-21T11:41:57	55.275363913131606	182.93197978477764	151.45898289143102	11.358500000000001	260393	9019164	-804.4636086868395	10661.802021522235
2024-08-21T11:41:58	55.29520094525846	182.94051284296373	151.45903658312926	11.3785	20000000	20000000	-802.4799054741543	10660.948715703627
2024-08-21T11:42:13	55.213797004246686	185.6772824096316	149.92896341687072	11.3785	291336	9794631	-810.6202995753315	10387.271759036841
2024-08-21T11:42:14	55.23345004619887	185.68717645366107	149.92890962440455	11.3985	20000000	20000000	-808.6549953801132	10386.282354633893
2024-08-21T11:42:29	55.31037891120975	183.16532097425906	151.45909037559542	11.3985	275320	9025474	-800.9621088790245	10638.467902574095
2024-08-21T11:42:30	55.330202057046364	183.17396146062768	151.45914426886384	11.4185	20000000	20000000	-798.9797942953637	10637.603853937231
2024-08-21T11:42:45	55.2442688615678	185.91256335818707	149.92885573113614	11.4185	307546	9801188	-807.5731138432202	10363.743664181293
2024-08-21T11:42:46	55.263905820322215	185.92256002189978	149.928801737031	11.438500000000001	20000000	20000000	-805.6094179677784	10362.743997810023
2024-08-21T11:43:01	55.34501062672365	183.39900852719327	151.45919826296898	11.438500000000001	290266	9031544	-797.4989373276348	10615.099147280673
2024-08-21T11:43:02	55.36481963973555	183.4077604412597	151.45925235794536	11.4585	20000000	20000000	-795.5180360264449	10614.22395587403
2024-08-21T11:43:17	55.274350845637635	186.1481512184684	149.92874764205462	11.4585	323778	9807590	-804.5649154362363	10340.184878153159
2024-08-21T11:43:18	55.2939714551709	186.1582533189537	149.92869344617242	11.4785	20000000	20000000	-802.6028544829101	10339.174668104628
2024-08-21T11:43:33	55.379257719583265	183.63306261244546	151.45930655382756	11.4785	305231	9037410	-794.0742280416735	10591.693738755454
2024-08-21T11:43:34	55.39905257818333	183.64192040042235	151.45936085065017	11.4985	20000000	20000000	-792.0947421816672	10590.807959957765
2024-08-21T11:43:49	55.30404017677404	186.38408957455468	149.9286391493498	11.4985	340040	9813955	-801.5959823225962	10316.591042544533
2024-08-21T11:43:50	55.323644270448284	186.3942973381017	149.928584751552	11.5185	20000000	20000000	-799.6355729551715	10315.57026618983
2024-08-21T11:44:05	55.413119531164625	183.8674730773747	151.45941524844798	11.5185	320223	9043257	-790.6880468835375	10568.25269226253
2024-08-21T11:44:06	55.43290005703435	183.87643793545774	151.45946974725575	11.5385	20000000	20000000	-788.7099942965647	10567.356206454226
2024-08-21T11:44:21	55.33334028076648	186.6202825916621	149.92853025274422	11.5385	356314	9819952	-798.6659719233521	10292.971740833791
2024-08-21T11:44:22	55.352927372137245	186.63060311739275	149.92847565289165	11.5585	20000000	20000000	-796.7072627862754	10291.939688260725
2024-08-21T11:44:37	55.446595606836475	184.1022244837553	151.45952434710833	11.5585	335229	9048820	-787.3404393163523	10544.777551624471
2024-08-21T11:44:38	55.46636158378311	184.11129866662992	151.45957904804067	11.5785	20000000	20000000	-785.3638416216891	10543.870133337008
2024-08-21T11:44:53	55.36224785118776	186.85678635424205	149.9284209519593	11.5785	372612	9825832	-795.7752148812242	10269.321364575795
2024-08-21T11:44:54	55.38181790303551	186.8672165876631	149.92836614991222	11.5985	20000000	20000000	-793.8182096964488	10268.27834123369
2024-08-21T11:45:10	55.479685872769764	184.33729159483255	151.45963385008776	11.5985	350259	9054354	-784.0314127230235	10521.270840516745
2024-08-21T11:45:11	55.49943722010972	184.346472452163	151.45968875328467	11.618500000000001	20000000	20000000	-782.0562779890279	10520.3527547837
2024-08-21T11:45:26	55.390764816216816	187.0935443607898	149.9283112467153	11.618500000000001	388927	9831502	-792.9235183783185	10245.645563921022
2024-08-21T11:45:27	55.41031800987289	187.10407712520376	149.92825624233342	11.6385	20000000	20000000	-790.968199012711	10244.592287479623
2024-08-21T11:45:42	55.51238997445625	184.57266233603363	151.45974375766656	11.6385	365305	9059686	-780.7610025543754	10497.733766396637
2024-08-21T11:45:43	55.532126487490515	184.5819512831602	151.45979886326862	11.6585	20000000	20000000	-778.7873512509486	10496.80487168398
2024-08-21T11:45:58	55.418889561749694	187.33057542253687	149.92820113673136	11.6585	405263	9837057	-790.1110438250307	10221.942457746314
2024-08-21T11:45:59	55.43842512634602	187.34122249119352	149.9281459298738	11.6785	20000000	20000000	-788.1574873653981	10220.877750880649
2024-08-21T11:46:14	55.54470602898281	184.8083714499552	151.45985407012617	11.6785	380368	9064826	-777.529397101719	10474.16285500448
2024-08-21T11:46:15	55.564427585844705	184.81776690615135	151.45990937827452	11.698500000000001	20000000	20000000	-775.5572414155295	10473.223309384866
