DATE	RAA	DEC	ELEVATION	AZIMUTH	GIRI-EL	GIRI-AZ	V-EL	V-AZ
2024-08-21T12:01:18	54.512711046044025	193.74900852159493	149.9293371445481	11.2385	20000000	20000000	-880.7288953955976	9580.099147840507
2024-08-21T12:02:02	54.71547728092972	191.49530678140715	151.45866285545188	11.2385	725680	8065778	-860.4522719070283	9805.469321859284
2024-08-21T12:02:04	54.73412104635724	191.51421097585003	151.45871594326047	11.2585	20000000	20000000	-858.5878953642764	9803.578902414996
2024-08-21T12:02:19	54.489766631138906	194.1779904419048	149.9292840567395	11.2585	874520	9533406	-883.0233368861095	9537.20095580952
2024-08-21T12:02:21	54.508012152131585	194.19813249941674	149.92923086836774	11.278500000000001	20000000	20000000	-881.1987847868413	9535.186750058325
2024-08-21T12:02:36	54.735133491660314	191.74448633245547	151.45876913163224	11.278500000000001	812845	8781360	-858.4866508339687	9780.551366754455
2024-08-21T12:02:38	54.75374383159855	191.76349832180057	151.4588224206011	11.2985	20000000	20000000	-856.6256168401451	9778.650167819942
2024-08-21T12:02:53	54.50465704924386	194.42715200677276	149.92917757939887	11.2985	891457	9532956	-881.534295075614	9512.284799322724
2024-08-21T12:02:55	54.52286709244923	194.4473952399953	149.92912418979884	11.3185	20000000	20000000	-879.7132907550767	9510.260476000469
2024-08-21T12:03:10	54.75434909697767	191.99387498698636	151.45887581020114	11.3185	828451	8780909	-856.5650903022329	9755.612501301364
2024-08-21T12:03:12	54.77291651114076	192.01310296937044	151.45892930046637	11.3385	20000000	20000000	-854.7083488859244	9753.689703062955
2024-08-21T12:03:27	54.51910000428336	194.67652816344162	149.9290706995336	11.3385	908384	9532138	-880.0899995716641	9487.347183655838
2024-08-21T12:03:29	54.53727431758317	194.6968731361536	149.92901710856896	11.358500000000001	20000000	20000000	-878.2725682416831	9485.31268638464
2024-08-21T12:03:44	54.77311625428763	192.24355313886568	151.45898289143102	11.358500000000001	844055	8780192	-854.6883745712371	9730.644686113432
2024-08-21T12:03:46	54.79164980970354	192.26288729870507	151.45903658312926	11.3785	20000000	20000000	-852.8350190296455	9728.711270129494
2024-08-21T12:04:01	54.5331041481571	194.9260289105064	149.92896341687072	11.3785	925309	9531123	-878.6895851842901	9462.39710894936
2024-08-21T12:04:03	54.55124309011501	194.94647058090342	149.92890962440455	11.3985	20000000	20000000	-876.8756909884992	9460.352941909658
2024-08-21T12:04:18	54.791441548739	192.4934334567951	151.45909037559542	11.3985	859646	8779180	-852.8558451260997	9705.65665432049
2024-08-21T12:04:20	54.809941321801524	192.51287093714447	151.45914426886384	11.4185	20000000	20000000	-851.0058678198475	9703.712906285553
2024-08-21T12:04:35	54.54666480200833	195.17569162241932	149.92885573113614	11.4185	942240	9529975	-877.3335197991669	9437.430837758067
2024-08-21T12:04:37	54.564765515984504	195.19625445368416	149.928801737031	11.438500000000001	20000000	20000000	-875.5234484015496	9435.374554631584
2024-08-21T12:04:52	54.80932349922756	192.74352359405935	151.45919826296898	11.438500000000001	875249	8778084	-851.0676500772443	9680.647640594065
2024-08-21T12:04:54	54.82778913216788	192.76306644942798	151.45925235794536	11.4585	20000000	20000000	-849.2210867832118	9678.693355057203
2024-08-21T12:05:09	54.55978709491966	195.42546303309086	149.92874764205462	11.4585	959153	9528457	-876.0212905080339	9412.453696690915
2024-08-21T12:05:11	54.57785304165259	195.44611367968494	149.92869344617242	11.4785	20000000	20000000	-874.2146958347412	9410.388632031507
2024-08-21T12:05:26	54.826772925466784	192.99369827273455	151.45930655382756	11.4785	890859	8776955	-849.3227074533215	9655.630172726545
2024-08-21T12:05:29	54.84520920856306	193.01329332476743	151.45936085065017	11.4985	20000000	20000000	-847.4790791436935	9653.670667523256
2024-08-21T12:05:44	54.572478284798954	195.6752742787004	149.9286391493498	11.4985	976077	9526969	-874.7521715201046	9387.472572129958
2024-08-21T12:05:46	54.590507854363494	195.6960257735224	149.928584751552	11.5185	20000000	20000000	-872.9492145636505	9385.39742264776
2024-08-21T12:06:01	54.843782859797656	193.24402895361288	151.45941524844798	11.5185	906446	8775457	-847.6217140202343	9630.597104638711
2024-08-21T12:06:03	54.86217959314941	193.26378377469078	151.45946974725575	11.5385	20000000	20000000	-845.7820406850587	9628.621622530922
2024-08-21T12:06:18	54.584722745521496	195.9252595834798	149.92853025274422	11.5385	992990	9525162	-873.5277254478506	9362.47404165202
2024-08-21T12:06:20	54.602716376222645	195.94610638701474	149.92847565289165	11.5585	20000000	20000000	-871.7283623777357	9360.389361298527
2024-08-21T12:06:35	54.860345083990524	193.49459454398834	151.45952434710833	11.5585	922027	8773721	-845.9654916009476	9605.540545601165
