DATE	RAA	DEC	ELEVATION	AZIMUTH	GIRI-EL	GIRI-AZ	V-EL	V-AZ
2024-08-21T10:48:02	54.494811312826045	162.53569795479038	149.89027302939635	11.6324	20000000	20000000	-882.5188687173954	12701.430204520962
2024-08-21T10:48:17	54.166959486942666	160.13865845300808	151.42172697060366	11.6324	1173349	8578770	-915.3040513057335	12941.134154699192
2024-08-21T10:48:19	54.187352520486705	160.13716129598575	151.42178204532982	11.6524	20000000	20000000	-913.2647479513294	12941.283870401425
2024-08-21T10:48:34	54.54196954601646	162.74793131251832	149.8902179546702	11.6524	1269139	9343690	-877.8030453983538	12680.206868748168
2024-08-21T10:48:35	54.56241753236143	162.74782611764388	149.8901627786993	11.6724	20000000	20000000	-875.7582467638572	12680.217388235611
2024-08-21T10:48:50	54.237293357570955	160.34008044951284	151.4218372213007	11.6724	1163587	8617086	-908.2706642429043	12920.991955048716
2024-08-21T10:48:51	54.257704178406314	160.33877075746773	151.4218924985516	11.6924	20000000	20000000	-906.2295821593684	12921.122924253228
2024-08-21T10:49:06	54.60862268580381	162.9554187015656	149.8901075014484	11.6924	1255903	9364727	-871.1377314196193	12659.458129843439
2024-08-21T10:49:07	54.62907134612177	162.95540314957051	149.89005212288208	11.7124	20000000	20000000	-869.0928653878232	12659.459685042948
2024-08-21T10:49:22	54.3073594923777	160.54222450025563	151.42194787711793	11.7124	1151375	8636530	-901.26405076223	12900.777549974437
2024-08-21T10:49:23	54.327771884252165	160.54099205933906	151.42200335703518	11.7324	20000000	20000000	-899.2228115747835	12900.900794066094
2024-08-21T10:49:38	54.67497176081658	163.16348601000425	149.88999664296483	11.7324	1242594	9385649	-864.5028239183416	12638.651398999575
2024-08-21T10:49:39	54.695419956336366	163.16355253453042	149.88994106166112	11.7524	20000000	20000000	-862.4580043663636	12638.644746546957
2024-08-21T10:49:54	54.37713654316218	160.7449540228353	151.4220589383389	11.7524	1139105	8655927	-894.2863456837822	12880.504597716472
2024-08-21T10:49:55	54.397551107773346	160.7438045217163	151.42211462106468	11.7724	20000000	20000000	-892.2448892226653	12880.61954782837
2024-08-21T10:50:10	54.741015692297566	163.37213631953236	149.88988537893533	11.7724	1229226	9406542	-857.8984307702435	12617.786368046764
2024-08-21T10:50:11	54.761463155699325	163.37228438593073	149.8898295947518	11.7924	20000000	20000000	-855.8536844300675	12617.771561406928
2024-08-21T10:50:26	54.44662572016196	160.94828861015802	151.4221704052482	11.7924	1126772	8675244	-887.337427983804	12860.171138984198
2024-08-21T10:50:27	54.467027579029775	160.94711630172284	151.4222262909253	11.8124	20000000	20000000	-885.2972420970227	12860.288369827716
2024-08-21T10:50:42	54.806739643350966	163.58125654276458	149.88977370907472	11.8124	1215796	9427330	-851.3260356649034	12596.874345723541
2024-08-21T10:50:43	54.8271870881321	163.58149393244247	149.8897177218683	11.8324	20000000	20000000	-849.28129118679	12596.850606755754
2024-08-21T10:50:58	54.51581122548535	161.15212474860022	151.42228227813172	11.8324	1114383	8694475	-880.418877451465	12839.787525139978
