-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324448
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919476	123.324446
-69.919445	123.324600
-69.919409	123.324863
-69.918629	123.325319
-69.917295	123.326225
-69.915590	123.327976
-69.913500	123.330070
-69.911068	123.332537
-69.908300	123.335400
-69.905146	123.338593
-69.901594	123.342152
-69.897736	123.346107
-69.893015	123.350853
-69.888382	123.355577
-69.883348	123.360630
-69.877996	123.366070
-69.872234	123.371824
-69.866148	123.378035
-69.859676	123.384521
-69.852829	123.391409
-69.845652	123.398687
-69.838093	123.406313
-69.830158	123.414270
-69.821869	123.422626
-69.813213	123.431351
-69.804211	123.440432
-69.794834	123.449863
-69.785095	123.459679
-69.774988	123.469851
-69.764521	123.480396
-69.753677	123.491306
-69.742481	123.502558
-69.730919	123.514204
-69.719000	123.526215
-69.706713	123.538559
-69.694036	123.551254
-69.681009	123.564335
-69.667637	123.577784
-69.653868	123.591572
-69.639753	123.605761
-69.625280	123.620274
-69.610422	123.635183
-69.595221	123.650440
-69.579634	123.666090
-69.563690	123.682056
-69.547394	123.698433
-69.530701	123.715136
-69.513655	123.732206
-69.496260	123.749664
-69.478487	123.767487
-69.460348	123.785660
-69.441847	123.804192
-69.422997	123.823086
-69.403780	123.842348
-69.384207	123.861980
-69.364267	123.881971
-69.343954	123.902325
-69.323284	123.923042
-69.302248	123.944134
-69.280857	123.965595
-69.259117	123.987404
-69.237017	124.009567
-69.214542	124.032095
-69.191690	124.055016
-69.168505	124.078295
-69.144953	124.101902
-69.121029	124.125433
-69.096771	124.148579
-69.072119	124.171349
-69.047132	124.193758
-69.021744	124.215822
-68.996029	124.237513
-68.969917	124.258835
-68.943453	124.279791
-68.916643	124.300386
-68.889442	124.320620
-68.861881	124.340490
-68.833963	124.360001
-68.805687	124.379147
-68.777039	124.397924
-68.748022	124.416338
-68.718622	124.434376
-68.688860	124.452049
-68.658733	124.469387
-68.628242	124.486359
-68.597387	124.502941
-68.566151	124.519188
-68.534538	124.535055
-68.502548	124.550552
-68.470207	124.565708
-68.437517	124.580465
-68.404467	124.594881
-68.371048	124.608938
-68.337294	124.622599
-68.303154	124.635946
-68.268682	124.648895
-68.233837	124.661478
-68.198652	124.673723
-68.163090	124.685600
-68.127195	124.697098
-68.090904	124.708241
-68.054276	124.719004
-68.017275	124.729404
-67.980038	124.739452
