N | DATETIME | POS-RAA | POS-DEC | POS-AZ | POS-EL | GIRI-AZ | GIRI-EL | VEL-AZ | VEL-EL
09h25m52s | 149.89027302939635 | 11.6324 | 265.6406960718482 | 20.289775958080863 | 2390.9303928151803 | -4303.022404191914 | 20000000 | 20000000
09h26m07s | 151.42172697060366 | 11.6324 | 264.551322974879 | 21.305598502023138 | 2499.8677025121015 | -4201.440149797685 | 3898759 | 3635529
09h26m08s | 151.42178204532982 | 11.6524 | 264.5695681773657 | 21.316886631708897 | 2498.043182263432 | -4200.311336829111 | 20000000 | 20000000
09h26m23s | 149.8902179546702 | 11.6524 | 265.75146672375365 | 20.21396532716663 | 2379.853327624635 | -4310.603467283337 | 4229899 | 3947247
09h26m24s | 149.8901627786993 | 11.6724 | 265.76968317512336 | 20.225146604573098 | 2378.0316824876636 | -4309.48533954269 | 20000000 | 20000000
09h26m39s | 151.4218372213007 | 11.6724 | 264.68113710227624 | 21.241308787025567 | 2486.886289772376 | -4207.8691212974445 | 3895800 | 3636745
09h26m40s | 151.4218924985516 | 11.6924 | 264.69939809342065 | 21.252572754114826 | 2485.0601906579345 | -4206.742724588517 | 20000000 | 20000000
09h26m55s | 149.8901075014484 | 11.6924 | 265.88052897065387 | 20.14916611147787 | 2366.947102934613 | -4317.083388852213 | 4227152 | 3948984
09h26m56s | 149.89005212288208 | 11.7124 | 265.8987411576795 | 20.160342461306936 | 2365.1258842320476 | -4315.965753869306 | 20000000 | 20000000
09h27m11s | 151.42194787711793 | 11.7124 | 264.81100064324744 | 21.176854772648966 | 2473.899935675256 | -4214.314522735103 | 3892917 | 3637998
09h27m12s | 151.42200335703518 | 11.7324 | 264.8292586116456 | 21.188112102488358 | 2472.074138835437 | -4213.188789751164 | 20000000 | 20000000
09h27m27s | 149.88999664296483 | 11.7324 | 266.0093574886915 | 20.084479708471875 | 2354.0642511308524 | -4323.552029152813 | 4223458 | 3949792
09h27m28s | 149.88994106166112 | 11.7524 | 266.0275737032894 | 20.095643379275582 | 2352.2426296710582 | -4322.435662072441 | 20000000 | 20000000
09h27m43s | 151.4220589383389 | 11.7524 | 264.94063838472016 | 21.112493933281197 | 2460.936161527984 | -4220.75060667188 | 3890035 | 3639208
