N | DATETIME | POS-RAA | POS-DEC | POS-AZ | POS-EL | GIRI-AZ | GIRI-EL | VEL-AZ | VEL-EL
1 | 12h02m29s | 19.113350817931277 | 7.87984 | 194.10880719534478 | 51.31799200140896 | 9544.119280465522 | -1200.2007998591039 | 20000000 | 20000000
1 | 12h02m49s | 20.627649182068723 | 7.87984 | 191.86364113824857 | 51.540523640736126 | 9768.635886175143 | -1177.9476359263872 | 8035230 | 796419
2 | 12h03m10s | 20.62768580913876 | 7.899839999999999 | 192.0066431747737 | 51.547683212934174 | 9754.33568252263 | -1177.2316787065824 | 20000000 | 20000000
2 | 12h03m30s | 19.11331419086124 | 7.899839999999999 | 194.51299566686194 | 51.293757357827076 | 9503.700433313807 | -1202.6242642172924 | 8969990 | 908775
3 | 12h03m51s | 19.11327746797763 | 7.91984 | 194.65563116945043 | 51.2980521983598 | 9489.436883054957 | -1202.1947801640204 | 20000000 | 20000000
3 | 12h04m11s | 20.62772253202237 | 7.91984 | 192.41356836078324 | 51.529888510804206 | 9713.643163921675 | -1179.0111489195792 | 8024123 | 829719
4 | 12h04m32s | 20.62775935074244 | 7.939839999999999 | 192.55658655533156 | 51.53645655717067 | 9699.341344466844 | -1178.3543442829327 | 20000000 | 20000000
4 | 12h04m52s | 19.11324064925756 | 7.939839999999999 | 195.05906350610013 | 51.27218490900892 | 9449.093649389986 | -1204.781509099108 | 8956120 | 945802
5 | 12h05m13s | 19.113203734678073 | 7.95984 | 195.20162313738697 | 51.275897540871036 | 9434.837686261302 | -1204.4102459128962 | 20000000 | 20000000
5 | 12h05m33s | 20.627796265321926 | 7.95984 | 192.96282499304664 | 51.51701124142661 | 9658.717500695337 | -1180.2988758573392 | 8012439 | 862922
6 | 12h05m54s | 20.627833275783843 | 7.979839999999999 | 193.10596840235596 | 51.522976638761534 | 9644.403159764404 | -1179.7023361238466 | 20000000 | 20000000
6 | 12h06m14s | 19.113166724216157 | 7.979839999999999 | 195.6043131561174 | 51.24839987036115 | 9394.568684388261 | -1207.160012963885 | 8941331 | 982683
7 | 12h06m35s | 19.113129617848728 | 7.99984 | 195.74675358562925 | 51.25153580967819 | 9380.324641437075 | -1206.846419032181 | 20000000 | 20000000
7 | 12h06m55s | 20.627870382151272 | 7.99984 | 193.51149392204388 | 51.501886980539865 | 9603.850607795612 | -1181.8113019460134 | 7999776 | 895982
8 | 12h07m16s | 20.627907584447346 | 8.01984 | 193.654523269269 | 51.50727345992478 | 9589.5476730731 | -1181.2726540075219 | 20000000 | 20000000
8 | 12h07m36s | 19.113092415552654 | 8.01984 | 196.148803482911 | 51.22239862742143 | 9340.1196517089 | -1209.7601372578574 | 8926785 | 1019539
9 | 12h07m57s | 19.11305511730472 | 8.03984 | 196.29127668628362 | 51.22493918891604 | 9325.872331371636 | -1209.5060811083958 | 20000000 | 20000000
9 | 12h08m17s | 20.627944882695278 | 8.03984 | 194.05972684419513 | 51.48450161127435 | 9549.027315580486 | -1183.5498388725655 | 7986498 | 928948
10 | 12h08m38s | 20.627982276918328 | 8.05984 | 194.20274331377914 | 51.48929859632907 | 9534.725668622086 | -1183.0701403670928 | 20000000 | 20000000
10 | 12h08m58s | 19.113017723081672 | 8.05984 | 196.69270727085404 | 51.19416144081843 | 9285.729272914596 | -1212.5838559181575 | 8911337 | 1056267
11 | 12h09m19s | 19.11298023286017 | 8.079839999999999 | 196.8351036724175 | 51.19611972048446 | 9271.48963275825 | -1212.3880279515538 | 20000000 | 20000000
11 | 12h09m39s | 20.62801976713983 | 8.079839999999999 | 194.60750160741824 | 51.46485748425092 | 9494.249839258177 | -1185.514251574908 | 7972370 | 961786
12 | 12h10m00s | 20.628057353383166 | 8.09984 | 194.75048717311932 | 51.46906650289749 | 9479.951282688067 | -1185.093349710251 | 20000000 | 20000000
12 | 12h10m20s | 19.112942646616833 | 8.09984 | 197.23592898932935 | 51.16370098468529 | 9231.407101067065 | -1215.6299015314708 | 8895153 | 1092873
13 | 12h10m41s | 19.112904964328198 | 8.11984 | 197.3782337446957 | 51.16507874897429 | 9217.176625530428 | -1215.4921251025712 | 20000000 | 20000000
13 | 12h11m02s | 20.6280950356718 | 8.11984 | 195.15507272669478 | 51.44292466820081 | 9439.492727330522 | -1187.7075331799192 | 7956476 | 994383
14 | 12h11m23s | 20.628132814029247 | 8.13984 | 195.29799920091062 | 51.44654827269015 | 9425.200079908936 | -1187.3451727309848 | 20000000 | 20000000
14 | 12h11m43s | 19.112867185970753 | 8.13984 | 197.77869778149443 | 51.13098643564554 | 9177.130221850557 | -1218.901356435446 | 8878177 | 1129365
